CoreName,MidpointDepth,TopDepth,Thickness,SamplingID,UBlabID,SamplingNotesAboutSedimentology,AquaticMossMacrofossilAbundance,MassDrySediment,MassTotalLipidExtract,peakAreaC20eicosenoicAcidMethylEster,peakAreaC20FattyAcidMethylEster,peakAreaC21FattyAcidMethylEster,peakAreaC22FattyAcidMethylEster,peakAreaC23FattyAcidMethylEster,peakAreaC24FattyAcidMethylEster,peakAreaC25FattyAcidMethylEster,peakAreaC26FattyAcidMethylEster,peakAreaC27FattyAcidMethylEster,peakAreaC28FattyAcidMethylEster,peakAreaC29FattyAcidMethylEster,peakAreaC30FattyAcidMethylEster,peakAreaC31FattyAcidMethylEster,peakAreaC32FattyAcidMethylEster,FAC20,FAC22,FAC24,FAC26,FAC28,FAC30,FAC32,ACL20to30,CPI20to30,IRMSSequenceNumber2018,SampleNumberIRMSSequence,nameIRMSsequence,d2HC20,stdevC20,analyticalUncC20,nC20,SEMC20,d2HC22,stdevC22,analyticalUncC22,nC22,SEMC22,d2HC24,stdevC24,analyticalUncC24,nC24,SEMC24,d2HC26,stdevC26,analyticalUncC26,nC26,SEMC26,d2HC28,stdevC28,analyticalUncC28,nC28,SEMC28,d2HC30,stdevC30,analyticalUncC30,nC30,SEMC30,epsilonC28-C22,uncEpsilonC28-C22,HPLCSampleID,MassC46StandardAdded,peakArea1302GDGT0,peakArea1300GDGT1,peakArea1300'OHGDGT0,peakArea1298GDGT2,peakArea1298'OHGDGT1,peakArea1298''2OHGDGT0,peakArea1296GDGT3,peakArea1296'OHGDGT2,peakArea1292GDGT4,peakArea1292'GDGT4',peakArea1050brGDGTIIIa5Me,peakArea1050'brGDGTIIIa6Me,peakArea1048brGDGTIIIb5Me,peakArea1048'brGDGTIIIb6Me,peakArea1048''HbrGDGTIIIb,peakArea1046brGDGTIIIc5Me,peakArea1046'brGDGTIIIc6Me,peakArea1036brGDGTIIa5Me,peakArea1036'brGDGTIIa6Me,peakArea1034brGDGTIIb5Me,peakArea1034'brGDGTIIb6Me,peakArea1034''HbrGDGTIIb,peakArea1032brGDGTIIc5Me,peakArea1032'brGDGTIIc6Me,peakArea1022brGDGTIa,peakArea1020brGDGTIb,peakArea1020'HbrGDGTIb,peakArea1018brGDGTIc,peakArea744InternalStandard,totaliGDGT,FAGDGT0,FAGDGT1,FAGDGT2,FAGDGT3,FAGDGT4,FAGDGT4',crenarchaeolConcentration,totalbrGDGTconcentration,totalOHGDGTconcentration,totalHGDGTconcentration,totalbrGDGTpeakArea,FAbrGDGTIIIa,FAbrGDGTIIIa',FAbrGDGTIIIb,FAbrGDGTIIIb',FAbrGDGTIIIc,FAbrGDGTIIIc',FAbrGDGTIIa,FAbrGDGTIIa',FAbrGDGTIIb,FAbrGDGTIIb',FAbrGDGTIIc,FAbrGDGTIIc',FAbrGDGTIa,FAbrGDGTIb,FAbrGDGTIc,ZhaoIWT,ageMedian
07CF8L4,30.25,30,0.5,EKT189,MCC160,no large aquatic moss macrofossils,0,1.368,5.91,4.997,5.799,2.601,14.214,10.028,60.34,16.032,63.937,12.439,33.793,5.688,17.632,1.752,3.483,0.03,0.07,0.31,0.32,0.17,0.09,0.01,25.6,4.2,3,16,MCC160 FAME,-240.3,2.9,4.4,3,3.1,-249.7,4.3,4.2,3,3.5,-255.2,0.4,3.7,3,2.1,-231.8,0.3,3.7,3,2.1,-212.4,1.7,3.6,3,2.3,-224.6,6.5,4.5,3,4.5,49.7,4.2,H1801000236,100,551679,17983,8943,10392,2033,NaN,2163,3197,104919,NaN,12561500,886089,135393,NaN,158410,48583,NaN,6803920,1568550,654238,76062,82539,37073,NaN,3162100,208016,647731,20021,594260,687135,0.803,0.026,0.013,0.015,0.003,0,1.29,321.87,174.38,10933.73,26161545,0.48,0.034,0.005,0,0.002,0,0.26,0.06,0.025,0.003,0.001,0,0.121,0.008,0.001,6.285606,8779.388
07CF8L4,30.75,30.5,0.5,EKT188,MCC112,no large aquatic moss macrofossils,0,1.165,5.46,1.074,1.741,0.84,4.681,3.791,23.585,6.014,23.125,5.23,13.564,2.281,6.268,0.615,1.457,0.03,0.07,0.31,0.31,0.18,0.09,0.02,25.7,3.6,1,5,MCC112 FAME,NaN,2,5,3,3.1,-255.7,3.2,4.6,3,3.3,-269.3,0.2,3.9,3,2.2,-239.6,0.2,3.7,3,2.2,-224.5,0.8,3.5,3,2.1,-222.3,0.8,4.3,3,2.6,41.9,3.9,H1801000216,100,392215,9730,3604,5600,NaN,NaN,1444,NaN,37223,692,8001900,492235,98848,12592,NaN,32540,NaN,4676520,822111,480640,NaN,78920,28438,NaN,1713760,81598,368897,10476,422458,446904,0.878,0.022,0.008,0.013,0,0,0.76,334.3,73.23,9099.8,16451658,0.486,0.03,0.006,0.001,0.002,0,0.284,0.05,0.029,0,0.002,0,0.104,0.005,0.001,4.932005,8797.424
07CF8L4,31.25,31,0.5,EKT187,MCC143,no large aquatic moss macrofossils,0,1.257,6.34,1.582,2.069,0.846,5.332,3.925,27.031,6.485,26.775,5.698,17.303,3.11,8.537,0.99,2.114,0.03,0.06,0.3,0.3,0.19,0.1,0.03,25.8,3.8,1,16,MCC143 FAME,NaN,1.3,4.8,3,2.9,-252.6,2.2,4.6,3,3,-271.5,0.9,3.9,3,2.3,-241.8,1.3,3.8,3,2.3,-226.7,0.2,3.5,3,2,-230.2,1.7,4.3,3,2.7,34.6,3.6,H1801000186,100,826855,16743,6271,10149,NaN,NaN,1833,2444,58456,1691,13861100,819781,196454,38248,173468,72442,NaN,8771550,1577320,932159,NaN,111486,37537,NaN,3315010,179482,750573,17380,641418,915726,0.903,0.018,0.007,0.011,0,0,0.73,369.87,108.1,12844.77,29818462,0.465,0.027,0.007,0.001,0.002,0,0.294,0.053,0.031,0,0.001,0,0.111,0.006,0.001,5.440971,8816.456
07CF8L4,31.75,31.5,0.5,EKT186,MCC128,no large aquatic moss macrofossils,0,1.084,5.41,5.758,6.282,3.019,15.685,12.43,75.909,17.032,61.95,12.863,31.556,5.661,15.901,1.577,3.037,0.03,0.08,0.36,0.29,0.15,0.08,0.02,25.4,3.8,3,11,MCC128 FAME,-250.1,1.1,4.2,3,2.5,-251.4,2,4.3,3,2.7,-265.6,0.5,3.7,3,2.1,-233.9,0.7,3.5,3,2.1,-215.4,0.8,3.5,3,2.1,-221.5,2.2,4.4,3,2.8,48.1,3.4,H1801000096,100,923662,14516,5965,9187,1521,NaN,1002,2245,52141,1298,13133300,871050,183203,30857,196518,65526,NaN,9016950,1731280,975060,NaN,99758,46417,NaN,3285360,171817,654362,14789,819211,1001806,0.922,0.014,0.006,0.009,0.002,0,0.59,332.63,109.62,10709.73,29525608,0.445,0.03,0.006,0.001,0.002,0,0.305,0.059,0.033,0,0.002,0,0.111,0.006,0.001,5.485234,8836.083
07CF8L4,32.25,32,0.5,EKT185,MCC154,no large aquatic moss macrofossils,0,1.056,6.21,5.397,4.852,2.449,12.223,10.521,64.644,14.555,54.505,11.105,4.799,13.484,1.04,2.063,3.346,0.03,0.08,0.45,0.38,0.03,0,0.02,24.6,2.7,10,5,MCC154 FAME,-241.5,4.4,4.2,3,3.5,-252,0.8,3.8,3,2.2,-261.1,0.6,7.8,3,4.5,-230.5,0.6,5.5,3,3.2,NaN,NaN,NaN,NaN,NaN,-227.7,5.8,4.3,3,4.2,NaN,NaN,H1712000024,100,788171,10716,4202,8010,NaN,NaN,1314,NaN,39840,2354,10432700,653027,136555,25134,120511,38754,NaN,7234940,1366090,760110,15365,15875,23094,NaN,2491610,126669,483239,11804,533310,850405,0.927,0.013,0.005,0.009,0,0,0.71,413.97,74.61,11001.3,23315852,0.447,0.028,0.006,0.001,0.002,0,0.31,0.059,0.033,0.001,0.001,0,0.107,0.005,0.001,5.174116,8857.969
07CF8L4,32.75,32.5,0.5,EKT184,MCC139,no large aquatic moss macrofossils,0,1.161,6.34,1.128,3.032,0.776,6.407,3.268,22.808,4.762,21.031,4.208,13.996,2.135,6.491,0.758,1.883,0.04,0.09,0.3,0.27,0.18,0.09,0.03,25.5,4.2,7,6,MCC139 FAME,-250.9,2,4.9,3,3,-259.8,2.3,4.2,3,2.8,-268,0.5,3.6,3,2.1,-242.4,2,3.6,3,2.4,-236.3,1.6,4,3,2.5,-238.5,9.4,5.2,3,6.2,31.8,3.7,H1801000229,100,842614,12850,4928,8326,NaN,NaN,1240,2185,44606,NaN,11404800,792799,143517,18634,147262,28210,NaN,8596410,1748800,1047770,NaN,77469,33880,NaN,2990240,162799,469366,18503,617543,909636,0.926,0.014,0.005,0.009,0,0,0.62,376.32,99.18,9679.18,26986361,0.423,0.029,0.005,0.001,0.001,0,0.319,0.065,0.039,0,0.001,0,0.111,0.006,0.001,5.51049,8881.877
07CF8L4,33.25,33,0.5,EKT183,MCC117,no large aquatic moss macrofossils,0,1.093,5.81,3.388,4.999,2.441,13.511,11.812,74.417,17.497,69.065,14.21,40.103,6.979,20.715,2.85,5.958,0.02,0.06,0.32,0.3,0.17,0.09,0.03,25.7,3.9,2,5,MCC117 FAME,-247.4,3.7,4,3,3.1,-264.4,1.5,4,3,2.5,-278.2,0.6,3.7,3,2.1,-238.4,1.7,3.6,3,2.3,-223.1,1.4,3.6,3,2.2,-228.8,2.2,4,3,2.7,56.2,3.3,H1801000212,100,564236,11313,4358,7070,NaN,3500,1148,1640,36234,781,8933210,547118,113633,15707,119518,23591,NaN,7327430,1442310,893237,NaN,28740,27168,NaN,2739620,157241,335922,13049,520896,620783,0.909,0.018,0.007,0.011,0,0.006,0.64,390.46,105.34,8503.16,22233314,0.402,0.025,0.005,0.001,0.001,0,0.33,0.065,0.04,0,0.001,0,0.123,0.007,0.001,6.299552,8904.384
07CF8L4,33.75,33.5,0.5,EKT182,EKT182,no large aquatic moss macrofossils,0,0.987,4.42,4.328,3.829,2.076,9.305,8.488,46.532,10.152,36.141,7.14,17.629,2.927,9.622,0.516,1.031,0.03,0.07,0.38,0.3,0.14,0.08,0,25.4,4.2,8,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,H1801000173,100,386424,6733,3360,4404,NaN,NaN,1073,1360,30419,823,6941180,493582,84923,11532,111095,17731,NaN,6104980,1181130,712412,NaN,29328,23507,NaN,2243810,121327,287116,8881,567789,429876,0.899,0.016,0.008,0.01,0,0,0.54,320.27,84.26,7630.53,17944996,0.387,0.028,0.005,0.001,0.001,0,0.34,0.066,0.04,0,0.001,0,0.125,0.007,0,6.417599,8924.747
07CF8L4,34.25,34,0.5,EKT181,MCC114,no large aquatic moss macrofossils,0,1.045,5.33,3.957,4.359,2.325,12.3,10.816,63.753,15.518,56.87,12.388,33.598,6.211,19.254,1.871,3.928,0.02,0.06,0.33,0.29,0.17,0.1,0.02,25.7,3.7,3,10,MCC114 FAME,-250.5,2.5,4.5,3,3,-265.6,1.5,4.1,3,2.5,-273.2,0.2,3.7,3,2.1,-236.9,0.1,3.6,3,2.1,-222.9,0.6,3.6,3,2.1,-227.5,1.9,4.1,3,2.6,58.1,3.3,H1801000106,100,396647,7958,2952,5852,NaN,NaN,1089,NaN,29474,3154,7066920,469581,64815,119679,12735,16008,NaN,6130210,1082470,650972,NaN,NaN,19546,NaN,2130940,108307,240305,8627,566208,444172,0.893,0.018,0.007,0.013,0,0,0.5,301.98,49.89,4276.5,17868074,0.396,0.026,0.004,0.007,0.001,0,0.343,0.061,0.036,0,0.001,0,0.119,0.006,0,5.999531,8943.983
07CF8L4,34.75,34.5,0.5,EKT180,MCC151,very few aquatic moss macrofossils (still several but not enough to create drag),1,0.889,5.44,2.365,3.209,0.989,7.324,4.228,28.613,6.269,27.061,5.369,18.132,2.934,11.86,0.711,1.952,0.03,0.07,0.3,0.28,0.19,0.12,0.01,25.8,5.4,8,11,MCC151 FAME,-257.1,0.6,4,3,2.4,-252.9,0.7,4.9,3,2.9,-272.1,0.4,5,3,2.9,-247,0.4,4.3,3,2.5,-229.7,1.5,4.8,3,2.9,-254.9,20.6,4.5,3,12.2,31,4.1,H1712000023,100,341862,6341,3838,5542,NaN,NaN,1019,1650,34194,746,7215850,412372,72234,12351,102636,15418,NaN,6670000,1401850,612005,NaN,31675,13944,NaN,2143240,86060,180292,6342,411125,389704,0.877,0.016,0.01,0.014,0,0,0.94,510.62,150.17,8608.19,18661666,0.387,0.022,0.004,0.001,0.001,0,0.357,0.075,0.033,0,0.001,0,0.115,0.005,0,5.663537,8969.539
07CF8L4,35.25,35,0.5,EKT179,MCC156,very few aquatic moss macrofossils (still several but not enough to create drag),1,1.247,8.93,5.186,5.766,2.547,14.01,11.359,65.827,14.77,59.27,12.563,36.014,6.13,24.313,1.616,5.016,0.03,0.07,0.32,0.28,0.17,0.12,0.02,25.8,4.4,3,15,MCC156 FAME,-240.3,0.9,4.1,3,2.4,-252.1,0.7,3.5,3,2.1,-268.3,0.9,3.9,3,2.3,-232.4,0.7,3.6,3,2.2,-216.3,0.9,3.5,3,2.1,-224,1.2,4,3,2.4,47.9,3,H1801000251,100,889636,12186,5881,9289,NaN,NaN,1778,2285,58143,NaN,9770840,553600,86973,10659,166782,17556,NaN,12455300,1412520,971854,NaN,74603,18988,NaN,3385620,123769,565269,8797,617798,971033,0.916,0.013,0.006,0.01,0,0,0.75,374.17,106.03,10474.02,28816476,0.339,0.019,0.003,0,0.001,0,0.432,0.049,0.034,0,0.001,0,0.117,0.004,0,5.557156,8991.666
07CF8L4,35.75,35.5,0.5,EKT178,EKT178,very few aquatic moss macrofossils (still several but not enough to create drag),1,1.035,5.03,4.207,4.244,2.034,9.397,7.904,42.028,8.462,30.035,5.227,13.315,2.053,9.863,0.342,0.665,0.03,0.08,0.39,0.28,0.12,0.09,0,25.3,4.6,8,3,EKT178 FAME,-250.9,1.1,4.1,3,2.5,-273.8,0.9,4.5,3,2.6,-279.2,0.5,10.7,3,6.2,-244.5,0.2,6.3,3,3.6,-225.9,2.3,4.7,3,3,-243.7,5.8,4.6,3,4.3,66,4,H1801000201,100,642520,9999,4952,6559,NaN,NaN,1093,2215,50484,1245,10821200,492262,103923,13783,132013,20811,NaN,12913400,1428050,1221400,NaN,103371,26829,NaN,3399940,121909,350113,8942,769536,711900,0.903,0.014,0.007,0.009,0,0,0.63,383.9,89.99,7352.15,30572449,0.354,0.016,0.003,0,0.001,0,0.422,0.047,0.04,0,0.001,0,0.111,0.004,0,5.12181,9011.598
07CF8L4,36.25,36,0.5,EKT177,EKT177,very few aquatic moss macrofossils (still several but not enough to create drag),1,1.096,5.71,3.041,3.436,1.656,7.79,6.553,34.075,7.501,25.739,4.786,11.765,1.71,8.902,0.29,0.501,0.03,0.08,0.38,0.29,0.13,0.09,0,25.4,4.6,NaN,NaN,EKT177 FAME,-251.7,2.2,4,3,2.6,-267.1,1.7,4.5,3,2.8,-273.6,1.1,9.7,3,5.6,-240.1,0.3,5.7,3,3.3,-220.9,0.3,4.7,3,2.7,-244.9,9.5,4.5,3,6.1,63.1,3.9,H1801000172,100,591055,12168,6204,8637,NaN,NaN,1188,2244,65400,NaN,12278000,678659,118963,9522,133828,20023,NaN,12104200,1576790,1345640,NaN,98306,25969,NaN,3641520,141157,382970,9803,749507,678448,0.871,0.018,0.009,0.013,0,0,0.8,388.87,102.83,7486.58,31950247,0.384,0.021,0.004,0,0.001,0,0.379,0.049,0.042,0,0.001,0,0.114,0.004,0,5.375707,9035.279
07CF8L4,36.75,36.5,0.5,EKT176,MCC142,very few aquatic moss macrofossils (still several but not enough to create drag),1,1.01,5.62,3.822,9.011,4.043,22.601,12.495,77.19,23.276,106.604,20.648,66.877,9.026,24.199,2.032,5.019,0.03,0.07,0.25,0.34,0.21,0.08,0.02,25.8,4.2,8,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,H1801000095,100,597952,18040,8047,12503,1555,NaN,1736,3609,85233,1849,11396500,712598,111222,14191,154967,17256,NaN,10820300,1400300,1216120,NaN,77836,23585,NaN,3446450,128049,390991,9063,868540,717313,0.834,0.025,0.011,0.017,0.002,0,0.97,333.87,150.56,7109.01,29295634,0.389,0.024,0.004,0,0.001,0,0.369,0.048,0.042,0,0.001,0,0.118,0.004,0,5.609511,9057.28
07CF8L4,37.25,37,0.5,EKT175,MCC146,more aquatic moss macrofossils moderate drag when sampling,3,1.036,6.47,2.827,4.571,1.333,10.01,5.894,37.05,8.339,37.282,7.519,24.696,3.909,14.828,1.183,2.757,0.03,0.07,0.29,0.29,0.19,0.11,0.02,25.8,5,4,11,MCC146 FAME,-257.9,1.3,5.6,3,3.3,-265.9,3.3,3.6,3,2.8,-274.1,0.4,3.7,3,2.2,-237.4,1.8,3.6,3,2.4,-229.3,1.7,3.5,3,2.3,-234.9,5,6,3,4.5,49.9,3.6,H1712000034,100,434277,12454,5764,9035,NaN,NaN,1357,2417,64611,1939,8514500,500183,72659,10359,95142,9992,1535,7277980,1283260,779180,44920,240337,32681,NaN,2285640,91924,249271,7128,545396,523673,0.829,0.024,0.011,0.017,0,0,1.14,370.14,144.81,10349.9,20911940,0.407,0.024,0.003,0,0,0,0.348,0.061,0.037,0.002,0.002,0,0.109,0.004,0,5.22016,9079.024
07CF8L4,37.75,37.5,0.5,EKT174,EKT174,more aquatic moss macrofossils moderate drag when sampling,3,0.938,4.48,3.811,3.965,1.843,8.751,6.781,35.406,7.913,29.683,5.451,15.179,2.109,8.609,0.326,0.899,0.03,0.08,0.35,0.3,0.15,0.08,0,25.4,4.6,7,2,EKT174 FAME,-258.4,4.5,4.1,3,3.5,-263.9,0.2,3.7,3,2.1,-276.8,0.3,3.8,3,2.2,-242,0.5,3.6,3,2.1,-222.8,4.2,3.9,3,3.3,-250.4,8.2,5,3,5.5,55.9,3.9,H1801000243,100,490487,10432,6186,7223,1524,NaN,1366,3002,64142,2443,7715020,550109,48991,788,89985,8414,NaN,6297410,990097,575985,NaN,48175,13593,NaN,2447880,97383,233004,5882,603452,576093,0.851,0.018,0.011,0.013,0.003,0,1.13,331.15,189.17,6554.64,18751552,0.411,0.029,0.003,0,0,0,0.336,0.053,0.031,0,0.001,0,0.131,0.005,0,6.517662,9099.77
07CF8L4,38.25,38,0.5,EKT173,MCC158,more aquatic moss macrofossils moderate drag when sampling,3,0.803,5.09,4.75,3.654,1.964,8.911,7.771,42.603,11.606,48.163,10.479,32.819,5.076,15.01,1.589,3.315,0.02,0.06,0.28,0.32,0.21,0.1,0.02,25.9,4.2,4,12,MCC158 FAME,NaN,NaN,NaN,NaN,NaN,-274.5,0.5,5.6,3,3.3,-275.1,1.2,3.5,3,2.1,-244.9,0.4,3.5,3,2,-237.3,1.9,3.5,3,2.3,-248.4,1.9,5.6,3,3.4,51.3,4,H1801000197,100,391199,10866,5780,6750,NaN,4058,1180,2467,54971,1222,7927480,548484,52466,6656,86595,7969,NaN,6556250,1083870,555337,NaN,21440,18626,NaN,2405430,105445,239091,7782,613353,466187,0.839,0.023,0.012,0.014,0,0.009,1.12,391.37,167.44,7048,19275795,0.411,0.028,0.003,0,0,0,0.34,0.056,0.029,0,0.001,0,0.125,0.005,0,6.21329,9121.455
07CF8L4,38.75,38.5,0.5,EKT172,MCC118,more aquatic moss macrofossils moderate drag when sampling,3,1.018,6.24,1.739,2.049,1.156,6.976,5.458,29.634,7.661,27.176,5.603,15.213,2.434,5.894,0.711,1.281,0.03,0.08,0.33,0.3,0.17,0.07,0.02,25.5,3.5,1,8,MCC118 FAME,NaN,1,5.1,3,3,-262.9,1.6,4.3,3,2.6,-277.9,0.3,3.6,3,2.1,-244.4,0.7,3.7,3,2.1,-237.5,0.7,3.5,3,2.1,-256.2,12.9,6.5,6,5.9,34.4,3.3,H1801000182,100,591934,16418,8279,10476,NaN,NaN,2001,3440,81519,NaN,11528900,661240,65440,7357,142701,6727,NaN,8728850,1427020,809175,17148,28684,25510,NaN,3437900,136406,355284,11289,635166,702348,0.843,0.023,0.012,0.015,0,0,1.26,415.31,181.18,8142.42,26862963,0.429,0.025,0.002,0,0,0,0.325,0.053,0.03,0.001,0.001,0,0.128,0.005,0,6.325239,9144.044
07CF8L4,39.25,39,0.5,EKT171,MCC131,more aquatic moss macrofossils moderate drag when sampling,3,1.139,7.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,H1801000101,100,818963,28098,16173,18499,4974,NaN,3203,6760,150918,2686,16291100,827779,104163,14169,240109,10384,NaN,12142700,2038620,1299260,NaN,NaN,40194,NaN,4559010,184392,589941,13858,841451,1022367,0.801,0.027,0.016,0.018,0.005,0,NaN,NaN,NaN,NaN,37525628,0.434,0.022,0.003,0,0,0,0.324,0.054,0.035,0,0.001,0,0.121,0.005,0,5.903372,9166.248
07CF8L4,39.75,39.5,0.5,EKT170,EKT170,fewer aquatic moss macrofossils,2,0.54,2.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,H1712000031,100,96416,4082,4082,2788,NaN,NaN,1086,NaN,24665,688,1739880,77723,10320,882,23931,1647,NaN,1143040,189965,108897,NaN,9927,3305,NaN,457995,18558,81520,1598,NaN,129724,0.743,0.031,0.031,0.021,0,0,NaN,NaN,NaN,NaN,3753810,0.463,0.021,0.003,0,0,0,0.305,0.051,0.029,0,0.001,0,0.122,0.005,0,NaN,9188.855
07CF8L4,40.25,40,0.5,EKT169,EKT169,fewer aquatic moss macrofossils,2,0.792,5.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,H1801000227,100,231703,8753,5656,5578,NaN,NaN,1449,2726,56660,NaN,4880660,246285,26882,1265,49757,3144,NaN,2877370,553324,276741,NaN,22135,6686,NaN,1195340,44959,162837,3597,NaN,304142,0.762,0.029,0.019,0.018,0,0,NaN,NaN,NaN,NaN,10116253,0.482,0.024,0.003,0,0,0,0.284,0.055,0.027,0,0.001,0,0.118,0.004,0,NaN,9213.149
07CF8L4,40.75,40.5,0.5,EKT168,EKT168,fewer aquatic moss macrofossils,2,1.06,5.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,H1801000198,100,182444,7467,4523,4903,NaN,NaN,NaN,2383,44037,643,3304390,160463,18585,NaN,43380,3166,NaN,2140830,426403,178490,NaN,11460,5977,NaN,920881,35041,119524,2062,NaN,239494,0.762,0.031,0.019,0.02,0,0,NaN,NaN,NaN,NaN,7196287,0.459,0.022,0.003,0,0,0,0.297,0.059,0.025,0,0.001,0,0.128,0.005,0,NaN,9232.34
07CF8L4,41.25,41,0.5,EKT167,MCC197,fewer aquatic moss macrofossils,2,0.993,7.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,H1801000181,100,680726,32449,16424,21204,3467,NaN,3647,8356,194996,3725,9997490,793604,56487,2649,136213,7529,NaN,6096020,1771070,511715,NaN,70363,15768,NaN,3041390,118273,324249,8692,701295,936747,0.727,0.035,0.018,0.023,0.004,0,2.8,321.85,405.48,7619.96,22420687,0.446,0.035,0.003,0,0,0,0.272,0.079,0.023,0,0.001,0,0.136,0.005,0,7.155434,9258.019
07CF8L4,41.75,41.5,0.5,EKT166,MCC201,fewer aquatic moss macrofossils,2,0.974,6.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,15,MCC201 FAME,-266.4,0,4.3,3,2.5,-262.2,3.1,4.2,3,3,-282.1,0.4,3.6,3,2.1,-241.5,0.2,3.6,3,2.1,-222.4,1.3,3.7,3,2.2,-236.5,4.6,4.6,3,3.7,54,3.7,H1801000102,100,835048,44242,26380,30196,5574,NaN,6202,13357,277708,3745,11537000,974044,66532,NaN,175021,7369,NaN,7313910,2387180,507173,28354,NaN,17917,NaN,3515790,147480,485440,10461,858574,1197140,0.698,0.037,0.022,0.025,0.005,0,3.32,316.89,541.57,7893.99,26513210,0.435,0.037,0.003,0,0,0,0.276,0.09,0.019,0.001,0.001,0,0.133,0.006,0,7.115001,9280.918
07CF8L4,42.25,42,0.5,EKT165,MCC189,fewer aquatic moss macrofossils,2,1.005,6.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,13,MCC189 FAME,-246.4,2.5,4,3,2.7,-261,1.2,3.6,3,2.2,-281.1,1,4,3,2.4,-236,1.2,3.9,3,2.3,-221.7,0.3,3.6,3,2.1,-235.1,2,4.1,3,2.6,53.3,3,H1712000029,100,532935,28456,15944,20510,3031,NaN,3841,8354,185963,2411,7378080,482670,3624,125700,5829,4494,NaN,4801500,1356550,434911,4632,33635,16002,NaN,1997090,87172,237420,8207,446471,774116,0.688,0.037,0.021,0.026,0.004,0,4.14,372.21,609.09,6170.88,16700632,0.442,0.029,0,0.008,0,0,0.288,0.081,0.026,0,0.001,0,0.12,0.005,0,6.147406,9307.56
